Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp_difference,Power,Wear_Torque,Wear_Power
,298.8,308.7,1445,48.5,70,0,0,0,0,0,0,9.899999999999977,70082.5,3395.0,4905775.0
,298.8,308.8,1497,46.8,72,0,0,0,0,0,0,10.0,70059.59999999999,3369.6,5044291.199999999
,298.9,308.8,1621,32.7,75,0,0,0,0,0,0,9.900000000000034,53006.700000000004,2452.5,3975502.5000000005
,298.9,308.7,1572,34.1,80,0,0,0,0,0,0,9.800000000000011,53605.200000000004,2728.0,4288416.0
,298.8,308.6,1872,22.5,82,0,0,0,0,0,0,9.800000000000011,42120.0,1845.0,3453840.0
,298.7,308.6,1499,43.5,84,0,0,0,0,0,0,9.900000000000034,65206.5,3654.0,5477346.0
,298.8,308.7,1498,39.5,89,0,0,0,0,0,0,9.899999999999977,59171.0,3515.5,5266219.0
,298.8,308.6,1486,41.9,92,0,0,0,0,0,0,9.800000000000011,62263.4,3854.7999999999997,5728232.8
,298.8,308.6,1680,29.4,95,0,0,0,0,0,0,9.800000000000011,49392.0,2793.0,4692240.0
,298.8,308.6,1431,45.7,97,0,0,0,0,0,0,9.800000000000011,65396.700000000004,4432.900000000001,6343479.9
,298.9,308.7,1564,34.1,99,0,0,0,0,0,0,9.800000000000011,53332.4,3375.9,5279907.600000001
,298.8,308.6,1599,33.0,101,0,0,0,0,0,0,9.800000000000011,52767.0,3333.0,5329467.0
,298.8,308.6,1707,28.1,103,0,0,0,0,0,0,9.800000000000011,47966.700000000004,2894.3,4940570.100000001
,298.7,308.5,1467,40.7,106,0,0,0,0,0,0,9.800000000000011,59706.9,4314.200000000001,6328931.4
,298.9,308.7,1433,44.7,108,0,0,0,0,0,0,9.800000000000011,64055.100000000006,4827.6,6917950.800000001
,298.9,308.7,1558,41.2,110,0,0,0,0,0,0,9.800000000000011,64189.600000000006,4532.0,7060856.000000001
,299.0,308.8,1310,50.7,112,0,0,0,0,0,0,9.800000000000011,66417.0,5678.400000000001,7438704.0
,298.9,308.7,1546,43.4,114,0,0,0,0,0,0,9.800000000000011,67096.4,4947.599999999999,7648989.6
,298.9,308.7,1727,29.4,116,0,0,0,0,0,0,9.800000000000011,50773.799999999996,3410.3999999999996,5889760.8
,298.9,308.6,1560,32.2,118,0,0,0,0,0,0,9.700000000000045,50232.00000000001,3799.6000000000004,5927376.000000001
,299.0,308.6,1329,60.5,120,0,0,0,0,0,0,9.600000000000023,80404.5,7260.0,9648540.0
,298.9,308.6,1413,46.5,122,0,0,0,0,0,0,9.700000000000045,65704.5,5673.0,8015949.0
,299.0,308.6,1587,38.6,124,0,0,0,0,0,0,9.600000000000023,61258.200000000004,4786.400000000001,7596016.800000001
,298.9,308.5,1559,34.3,126,0,0,0,0,0,0,9.600000000000023,53473.7,4321.799999999999,6737686.199999999
,298.8,308.4,1473,41.1,128,0,0,0,0,0,0,9.599999999999966,60540.3,5260.8,7749158.4
,298.8,308.4,1737,27.7,130,0,0,0,0,0,0,9.599999999999966,48114.9,3601.0,6254937.0
,298.7,308.4,1441,43.2,132,0,0,0,0,0,0,9.699999999999989,62251.200000000004,5702.400000000001,8217158.4
,298.7,308.4,1430,49.6,135,0,0,0,0,0,0,9.699999999999989,70928.0,6696.0,9575280.0
,298.8,308.4,1369,53.0,138,0,0,0,0,0,0,9.599999999999966,72557.0,7314.0,10012866.0
,298.8,308.5,1711,28.5,140,0,0,0,0,0,0,9.699999999999989,48763.5,3990.0,6826890.0
,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,9.800000000000011,64894.00000000001,6535.1,9279842.000000002
,298.7,308.6,1297,55.3,148,0,0,0,0,0,0,9.900000000000034,71724.09999999999,8184.4,10615166.799999999
,298.8,308.6,1449,49.4,150,0,0,0,0,0,0,9.800000000000011,71580.59999999999,7410.0,10737089.999999998
,298.8,308.6,1268,55.8,155,0,0,0,0,0,0,9.800000000000011,70754.4,8649.0,10966932.0
,298.8,308.6,1511,36.1,157,0,0,0,0,0,0,9.800000000000011,54547.1,5667.7,8563894.7
,298.7,308.5,1544,35.2,159,0,0,0,0,0,0,9.800000000000011,54348.8,5596.8,8641459.200000001
,298.6,308.4,1778,28.2,161,0,0,0,0,0,0,9.799999999999955,50139.6,4540.2,8072475.6
,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,9.799999999999955,71053.5,8282.0,11652774.0
,298.6,308.4,1391,42.4,169,0,0,0,0,0,0,9.799999999999955,58978.4,7165.599999999999,9967349.6
,298.5,308.4,1513,33.6,172,0,0,0,0,0,0,9.899999999999977,50836.8,5779.2,8743929.6
,298.5,308.4,1612,36.1,174,0,0,0,0,0,0,9.899999999999977,58193.200000000004,6281.400000000001,10125616.8
,298.4,308.4,1515,40.1,179,0,0,0,0,0,0,10.0,60751.5,7177.900000000001,10874518.5
,298.3,308.3,1379,48.0,181,0,0,0,0,0,0,10.0,66192.0,8688.0,11980752.0
,298.4,308.3,1473,39.9,184,0,0,0,0,0,0,9.900000000000034,58772.7,7341.599999999999,10814176.799999999
,298.4,308.3,1422,42.7,186,0,0,0,0,0,0,9.900000000000034,60719.4,7942.200000000001,11293808.4
,298.4,308.2,1463,37.6,188,0,0,0,0,0,0,9.800000000000011,55008.8,7068.8,10341654.4
,298.4,308.2,1584,41.0,191,0,0,0,0,0,0,9.800000000000011,64944.0,7831.0,12404304.0
,298.4,308.2,1850,27.0,194,0,0,0,0,0,0,9.800000000000011,49950.0,5238.0,9690300.0
,298.4,308.2,1528,36.2,196,0,0,0,0,0,0,9.800000000000011,55313.600000000006,7095.200000000001,10841465.600000001
,298.4,308.2,1987,19.8,198,0,0,0,0,0,0,9.800000000000011,39342.6,3920.4,7789834.8
,298.4,308.1,1495,46.0,203,0,0,0,0,0,0,9.700000000000045,68770.0,9338.0,13960310.0
,298.4,308.2,1478,43.5,206,0,0,0,0,0,0,9.800000000000011,64293.0,8961.0,13244358.0
,298.4,308.2,1499,40.0,211,0,0,0,0,0,0,9.800000000000011,59960.0,8440.0,12651560.0
,298.4,308.2,1471,47.0,214,0,0,0,0,0,0,9.800000000000011,69137.0,10058.0,14795318.0
,298.4,308.2,1282,60.7,216,1,0,0,0,1,0,9.800000000000011,77817.40000000001,13111.2,16808558.400000002
,298.3,308.1,1412,52.3,218,1,0,0,0,1,0,9.800000000000011,73847.59999999999,11401.4,16098776.799999999
,298.3,308.1,1586,35.5,0,0,0,0,0,0,0,9.800000000000011,56303.0,0.0,0.0
,298.4,308.2,1468,43.8,2,0,0,0,0,0,0,9.800000000000011,64298.399999999994,87.6,128596.79999999999
,298.5,308.3,1440,43.6,5,0,0,0,0,0,0,9.800000000000011,62784.0,218.0,313920.0
,298.5,308.4,1733,26.0,8,0,0,0,0,0,0,9.899999999999977,45058.0,208.0,360464.0
,298.4,308.2,1612,32.6,10,0,0,0,0,0,0,9.800000000000011,52551.200000000004,326.0,525512.0
,298.4,308.3,1458,42.9,15,0,0,0,0,0,0,9.900000000000034,62548.2,643.5,938223.0
,298.4,308.3,1433,62.3,20,1,0,0,1,0,0,9.900000000000034,89275.9,1246.0,1785518.0
,298.4,308.3,1318,59.1,22,0,0,0,0,0,0,9.900000000000034,77893.8,1300.2,1713663.6
,298.4,308.2,1610,35.0,24,0,0,0,0,0,0,9.800000000000011,56350.0,840.0,1352400.0
,298.2,308.1,1462,50.8,27,0,0,0,0,0,0,9.900000000000034,74269.59999999999,1371.6,2005279.1999999997
,298.1,308.0,1924,20.8,29,0,0,0,0,0,0,9.899999999999977,40019.200000000004,603.2,1160556.8
,298.2,308.0,1591,33.7,32,0,0,0,0,0,0,9.800000000000011,53616.700000000004,1078.4,1715734.4000000001
,298.2,308.1,1306,58.3,35,0,0,0,0,0,0,9.900000000000034,76139.8,2040.5,2664893.0
,298.2,308.1,1382,43.5,37,0,0,0,0,0,0,9.900000000000034,60117.0,1609.5,2224329.0
,298.2,308.1,1618,34.7,39,0,0,0,0,0,0,9.900000000000034,56144.600000000006,1353.3000000000002,2189639.4000000004
,298.2,308.2,1988,21.4,41,0,0,0,0,0,0,10.0,42543.2,877.4,1744271.2
,298.2,308.2,1436,50.2,43,0,0,0,0,0,0,10.0,72087.2,2158.6,3099749.6
,298.2,308.3,1304,49.8,45,0,0,0,0,0,0,10.100000000000023,64939.2,2241.0,2922264.0
,298.2,308.3,1475,49.9,47,0,0,0,0,0,0,10.100000000000023,73602.5,2345.2999999999997,3459317.5
,298.2,308.3,1824,24.2,49,0,0,0,0,0,0,10.100000000000023,44140.799999999996,1185.8,2162899.1999999997
,298.1,308.2,1342,48.1,54,0,0,0,0,0,0,10.099999999999966,64550.200000000004,2597.4,3485710.8000000003
,298.1,308.2,1485,40.7,57,0,0,0,0,0,0,10.099999999999966,60439.50000000001,2319.9,3445051.5000000005
,298.2,308.2,1667,30.6,59,0,0,0,0,0,0,10.0,51010.200000000004,1805.4,3009601.8000000003
,298.2,308.2,1446,38.2,61,0,0,0,0,0,0,10.0,55237.200000000004,2330.2000000000003,3369469.2
,298.1,308.3,1301,56.0,63,0,0,0,0,0,0,10.199999999999989,72856.0,3528.0,4589928.0
,298.2,308.4,1379,43.1,65,0,0,0,0,0,0,10.199999999999989,59434.9,2801.5,3863268.5
,298.3,308.5,1606,33.6,67,0,0,0,0,0,0,10.199999999999989,53961.600000000006,2251.2000000000003,3615427.2
,298.3,308.4,1539,43.4,69,0,0,0,0,0,0,10.099999999999966,66792.59999999999,2994.6,4608689.399999999
,298.2,308.4,1477,49.9,72,0,0,0,0,0,0,10.199999999999989,73702.3,3592.7999999999997,5306565.600000001
,298.2,308.4,1666,34.6,74,0,0,0,0,0,0,10.199999999999989,57643.600000000006,2560.4,4265626.4
,298.2,308.4,1398,51.8,76,0,0,0,0,0,0,10.199999999999989,72416.4,3936.7999999999997,5503646.399999999
,298.2,308.4,1678,34.6,81,0,0,0,0,0,0,10.199999999999989,58058.8,2802.6,4702762.8
,298.2,308.5,2678,10.7,86,1,0,0,1,0,0,10.300000000000011,28654.6,920.1999999999999,2464295.6
,298.3,308.5,1453,42.9,89,0,0,0,0,0,0,10.199999999999989,62333.7,3818.1,5547699.3
,298.3,308.6,1432,49.5,91,0,0,0,0,0,0,10.300000000000011,70884.0,4504.5,6450444.0
,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,10.200000000000045,62454.299999999996,3926.3999999999996,5995612.8
,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,10.300000000000011,55580.0,3465.0,5502420.0
,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,10.200000000000045,67494.3,4757.1,6816924.300000001
,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,10.200000000000045,56315.0,3605.0,5800445.0
,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,10.199999999999989,64890.00000000001,4326.0,6813450.000000001
,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,10.100000000000023,58405.200000000004,3819.9,6249356.4
,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,10.100000000000023,56471.0,4169.0,6211810.0
,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,10.100000000000023,57104.799999999996,3673.5999999999995,6395737.6
,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,10.100000000000023,71232.0,6042.0,8120448.0
,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,10.199999999999989,56797.7,4130.099999999999,6645330.899999999
,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,10.300000000000011,86254.7,7223.3,10264309.299999999
,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,10.200000000000045,58389.700000000004,4477.400000000001,7123543.4
,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,10.200000000000045,64988.0,5456.0,8058512.0
,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,10.300000000000011,54980.3,4548.6,6927517.800000001
,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,10.199999999999989,53392.5,4339.2,6834240.0
,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,10.300000000000011,71097.59999999999,6877.0,9242687.999999998
,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,10.300000000000011,62231.4,6061.5,8401239.0
,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,10.300000000000011,58951.9,5082.7,8076410.3
,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,10.300000000000011,62384.399999999994,5642.0,8733816.0
,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,10.300000000000011,57411.7,5438.599999999999,8152461.399999999
,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,10.199999999999989,52582.4,4550.400000000001,7571865.600000001
,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,10.300000000000011,55130.700000000004,5562.6,8049082.2
,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,10.199999999999989,66250.8,6837.6,9805118.4
,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,10.199999999999989,74623.2,7957.700000000001,11268103.2
,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,10.100000000000023,44396.1,3717.9,6792603.3
,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,10.200000000000045,58680.0,7110.0,9271440.0
,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,10.200000000000045,53973.6,5504.0,8635776.0
,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,10.300000000000011,46411.200000000004,4746.6,7518614.4
,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,10.199999999999989,73275.59999999999,8823.199999999999,12017198.399999999
,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,10.099999999999966,65386.8,8167.200000000001,10854208.8
,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,10.199999999999989,55557.9,6064.8,9333727.200000001
,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,10.199999999999989,60435.9,6307.0,10274103.0
,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,10.199999999999989,49523.600000000006,5570.6,8567582.8
,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10.300000000000011,54635.99999999999,6089.999999999999,9561299.999999998
,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,10.099999999999966,60684.8,7628.7,10741209.6
,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,10.199999999999989,67782.40000000001,8520.4,12133049.600000001
,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,10.199999999999989,52768.799999999996,6316.9,9551152.799999999
,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,10.199999999999989,63406.2,7850.7,11603334.6
,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,10.199999999999989,56616.00000000001,6234.500000000001,10473960.000000002
,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,10.199999999999989,57856.50000000001,7275.6,10877022.000000002
,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,10.100000000000023,56803.200000000004,6954.0,10792608.0
,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,10.200000000000045,70067.9,9707.9,13523104.7
,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,10.199999999999989,49296.600000000006,5967.0,9612837.000000002
,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,10.100000000000023,69092.40000000001,10165.2,13611202.800000003
,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,10.100000000000023,43181.1,4860.0,8636220.0
,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,10.199999999999989,79262.4,11877.599999999999,16011004.799999999
,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,10.199999999999989,63592.200000000004,8996.4,12972808.8
,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,10.199999999999989,68494.5,10114.6,14109867.0
,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,10.200000000000045,51087.799999999996,6562.599999999999,10677350.2
,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,10.200000000000045,53097.5,7102.0,11256670.0
